Regulon	Size	NES	p.value	FDR	Synergy	Ledge
ZNF560	119	-1.56	0.119	0.317	NA	TMEM175, LOC100133893, MAPK1IP1L, TPX2, + 105 genes
SP1	37	-1.56	0.118	0.316	NA	SCN8A, DCP1A, FAM176B, SBF2, + 21 genes
ZNF600	119	-1.56	0.118	0.316	NA	TAF1C, JKAMP, RPL13AP3, PFDN6, + 92 genes
ZNF480	45	-1.57	0.116	0.312	NA	KIF20A, STRBP, SOX15, RABGEF1, + 36 genes
DVL3	39	-1.58	0.115	0.31	NA	H2AFB1, ACER2, TCF7L2, ADNP2, + 31 genes
ZNF461	53	-1.58	0.115	0.31	NA	LOC157381, ZNF527, RAD52, SIN3B, + 44 genes
ZNF660	65	-1.58	0.115	0.31	NA	FAM196B, CREB1, GGTLC2, ZNF699, + 51 genes
FBXO41	36	-1.58	0.113	0.309	NA	C20orf112, TMEM198, TRAK1, MFN1, + 23 genes
ZNF3	57	-1.58	0.113	0.309	NA	CSNK2A1, RAB33A, TBC1D5, ACOT2, + 42 genes
ZNF749	121	-1.58	0.113	0.309	NA	RAPSN, IGFBP7, SPNS3, ME3, + 98 genes
ASH1L	60	-1.59	0.112	0.309	NA	ZFX, DCP1A, SERGEF, BAT2L2, + 41 genes
PPP2R3B	50	-1.6	0.11	0.305	NA	C14orf179, PJA2, FSD1, TIMM44, + 34 genes
ZNF561	25	-1.6	0.11	0.305	NA	MN1, ZNF816A, PDLIM4, STAG1, + 18 genes
PRMT3	25	-1.62	0.105	0.293	NA	SEC63, LOC728640, VTA1, FAM133B, + 20 genes
WDHD1	55	-1.62	0.105	0.293	NA	TMBIM4, UBFD1, ESD, MFSD5, + 43 genes
ZKSCAN4	86	-1.64	0.102	0.286	NA	SULT2B1, FAM195A, TMEM59L, LOC728323, + 63 genes
ZNF532	72	-1.64	0.102	0.286	NA	BLVRB, XPNPEP1, GOLGA4, KCNQ1, + 52 genes
KNTC1	99	-1.64	0.101	0.284	NA	ZNF268, CREB3, XPOT, NUP107, + 72 genes
NOC3L	122	-1.64	0.101	0.284	NA	WDR4, TARDBP, NOLC1, ZNF551, + 85 genes
PLAG1	113	-1.64	0.1	0.282	NA	SMURF2, C1orf21, C1R, LOC644538, + 90 genes
ZNF681	72	-1.65	0.098	0.277	NA	SMNDC1, HMOX1, INF2, RC3H1, + 56 genes
RCOR3	50	-1.67	0.094	0.268	NA	SIN3B, ADSS, MGEA5, EXOC8, + 40 genes
YBX1	166	-1.68	0.093	0.267	NA	SEC23A, PFDN6, FAM178A, AKAP11, + 127 genes
ZNF175	31	-1.68	0.093	0.267	NA	ZNF562, NUFIP2, ZNF132, FKBP1A, + 20 genes
ZNF684	43	-1.68	0.093	0.267	NA	SPAG6, YJEFN3, PRPF38B, NEB, + 29 genes
ARNT2	34	-1.68	0.092	0.266	NA	KCNIP3, SLC25A4, ANK2, GNB5, + 25 genes
ZNF107	99	-1.68	0.092	0.266	NA	CDC27, RNASE4, MEOX1, TNFAIP8L3, + 81 genes
ZNF615	75	-1.68	0.092	0.266	NA	RAD52, L1TD1, TPRXL, ZNF419, + 58 genes
ZNF132	25	-1.69	0.091	0.265	NA	ARMC6, ZNF416, ZFP37, DCAF12L2, + 16 genes
ZNF439	72	-1.7	0.089	0.26	NA	TMEM17, CEP70, UBE2R2, NT5DC1, + 51 genes
ZNF608	70	-1.7	0.089	0.26	NA	CEBPD, FAM83D, GABRA3, HSBP1L1, + 49 genes
RAG1	57	-1.72	0.085	0.252	NA	PPP1R12A, DCP1A, XK, ATP5A1, + 40 genes
ZNF33B	72	-1.72	0.085	0.252	NA	FBXO38, IRF3, SNX30, DCAF12, + 57 genes
ZNF621	77	-1.72	0.085	0.252	NA	CCDC18, MRPS7, GATAD1, PLA2G6, + 62 genes
ZNF628	44	-1.75	0.08	0.241	NA	ZNF416, ZSWIM6, USP15, KIAA1045, + 31 genes
DEPDC1	143	-1.76	0.079	0.24	NA	YTHDF2, CCT8, DLGAP5, KDM5A, + 105 genes
ZNF296	166	-1.76	0.079	0.24	NA	EFNA4, MRPL43, GPRIN3, SUCLG2, + 126 genes
MBD3	138	-1.76	0.078	0.239	NA	GLYR1, SNCB, TSEN54, C19orf48, + 118 genes
SLC26A10	130	-1.76	0.078	0.239	NA	C8ORFK29, SEPT7P2, AMH, YJEFN3, + 106 genes
SOX13	118	-1.77	0.077	0.238	NA	IRF3, ZFP36, INTS7, LAT2, + 99 genes
ZNF358	190	-1.77	0.077	0.238	NA	IMMT, PCDHAC1, ATL3, ZNF600, + 161 genes
PRB3	36	-1.77	0.076	0.236	NA	SERPINI1, DDX11, ATXN2L, MUC15, + 26 genes
ZNF511	158	-1.77	0.076	0.236	NA	SERINC3, LPAR2, TOMM40, LOC93432, + 136 genes
ZNF738	58	-1.78	0.075	0.235	NA	ZNF606, TAF5, CCDC69, ISLR, + 44 genes
MLL2	97	-1.79	0.073	0.231	NA	MAP3K7, SCN8A, UBE3B, ZFX, + 76 genes
MYT1L	94	-1.79	0.073	0.231	NA	PTPRJ, P2RX7, CTSB, APOL4, + 81 genes
ZNF788	36	-1.79	0.073	0.231	NA	CDK2, SFRS5, C6orf145, FMN2, + 27 genes
ZSCAN29	79	-1.8	0.072	0.231	NA	ARIH1, RGPD6, TRPM7, KCNIP1, + 66 genes
NHLH1	52	-1.81	0.071	0.229	NA	CRY2, DNAJB11, AQP11, ANKRD54, + 40 genes
SETDB1	42	-1.82	0.069	0.224	NA	C13orf1, PWP2, CD1B, SGPP1, + 33 genes
ZBTB6	37	-1.82	0.069	0.224	NA	ZBTB26, GOLGA1, ACOT9, ZNF367, + 18 genes
DHX34	133	-1.83	0.068	0.222	NA	WDR90, EPAS1, DNAJC11, ATP6V1A, + 107 genes
ZNF781	25	-1.83	0.068	0.222	NA	ZNF419, CNDP1, GCFC1, ANGPTL4, + 17 genes
ZNF221	139	-1.84	0.066	0.217	NA	PSMD11, FASTKD2, C18orf25, HES1, + 110 genes
ZNF233	42	-1.84	0.066	0.217	NA	ZNF350, GSTA4, TPRXL, CCDC123, + 31 genes
NFYB	34	-1.85	0.065	0.216	NA	MINK1, PLEKHM1, C12orf29, DNAJA2, + 21 genes
ZNF574	82	-1.85	0.065	0.216	NA	ZNF564, MAP1S, AP3D1, MALAT1, + 68 genes
RAPGEF5	36	-1.86	0.063	0.211	NA	C12orf5, RSBN1, GABARAPL1, SEC14L4, + 28 genes
ZNF91	52	-1.86	0.063	0.211	NA	BEST4, ZNF709, DHRS1, MLL4, + 43 genes
FOXI2	32	-1.87	0.062	0.209	NA	PLD5, PRLR, PLK2, SNX10, + 23 genes
PRR12	92	-1.87	0.062	0.209	NA	ZNF500, NCDN, COMT, FAM127A, + 77 genes
ZNF69	133	-1.87	0.062	0.209	NA	GRHL2, COX6B1, SAMD11, CCDC74A, + 110 genes
ZNF92	132	-1.87	0.062	0.209	NA	CCT6A, SEC63, DBF4, C7orf64, + 118 genes
ZSCAN5A	95	-1.87	0.062	0.209	NA	KCNH6, KIT, IHH, NACA, + 75 genes
AKAP8	104	-1.87	0.061	0.208	NA	LPAR2, SIN3B, ZNF564, CD1B, + 85 genes
LIN28B	137	-1.87	0.061	0.208	NA	SCN8A, COPB1, TMSB10, BTRC, + 110 genes
ZBTB2	46	-1.88	0.06	0.206	NA	SERPINB6, CTSB, CTSD, C5orf62, + 33 genes
ZSCAN12	58	-1.89	0.059	0.204	NA	NAA11, ABCA1, PPFIA1, INO80C, + 45 genes
GTF2F1	55	-1.9	0.058	0.201	NA	ZNF784, ELAVL1, COPE, PRMT1, + 43 genes
YOD1	71	-1.9	0.058	0.201	NA	WDR26, TLK2, CHUK, ADSS, + 57 genes
RBAK	30	-1.91	0.056	0.198	NA	B4GALT3, C4orf21, SBF1, CARHSP1, + 21 genes
ZNF676	77	-1.91	0.056	0.198	NA	ZNF431, ITSN1, LOC399959, NCRNA00092, + 61 genes
RAD51	223	-1.92	0.055	0.196	NA	INTS7, CKS1B, RNF175, XRCC6, + 183 genes
VPS72	123	-1.92	0.055	0.196	NA	CKS1B, MLF1IP, EIF6, GSTA4, + 107 genes
ZNF367	42	-1.92	0.055	0.196	NA	LBR, PRPF4, RMI1, SPIN1, + 30 genes
HKR1	126	-1.93	0.054	0.195	NA	TNFSF8, HAUS5, ARHGAP30, HLA-H, + 108 genes
DNAJC2	163	-1.94	0.052	0.188	NA	PPP1R16B, IL17REL, SNRPF, RPL12, + 137 genes
PAWR	36	-1.94	0.052	0.188	NA	IRF8, RPAP2, SH3D19, MTF2, + 29 genes
ZNF365	38	-1.94	0.052	0.188	NA	RHOU, HCG11, SLC38A10, NHLRC1, + 26 genes
ZNF451	69	-1.95	0.051	0.187	NA	SLC29A3, ASB7, LTA4H, POGZ, + 47 genes
ZNF148	97	-1.96	0.05	0.184	NA	C1orf55, MED11, ADD3, KPNA1, + 72 genes
ZNF326	63	-1.96	0.05	0.184	NA	PRPF38B, ZNHIT6, SAMD13, C12orf5, + 50 genes
ZNF229	60	-1.98	0.048	0.178	NA	DEAF1, PDGFRL, TPRXL, MAP3K7, + 47 genes
FOXJ2	57	-1.99	0.047	0.176	NA	KCNJ8, ZNF460, ROCK2, NOS1, + 39 genes
NOC4L	91	-1.99	0.047	0.176	NA	SNRPD1, LOH12CR1, COX6A1, HAUS8, + 73 genes
PBX1	131	-1.99	0.047	0.176	NA	BAG5, FUT8, GSTO1, IL22RA1, + 107 genes
ZNF513	318	-1.99	0.047	0.176	NA	FAM177A1, SETD6, PAIP2, DEFB124, + 240 genes
E2F4	51	-2	0.046	0.175	NA	TMEM208, NIP7, CTCF, SHROOM4, + 32 genes
ZNF638	130	-2	0.046	0.175	NA	ETFA, C1orf156, SETD6, SIN3B, + 109 genes
ZNF423	178	-2	0.045	0.172	NA	TUB, FBRS, LOC148189, SNTB2, + 135 genes
RFX2	59	-2.01	0.044	0.169	NA	SIN3B, CYP2S1, HIF3A, HMGN4, + 49 genes
CEBPZ	31	-2.02	0.043	0.166	NA	APOC1, FUT3, C2orf56, BLZF1, + 23 genes
CSDA	90	-2.02	0.043	0.166	NA	TMEM69, CCDC77, DDX11, LOC360030, + 73 genes
UBTF	89	-2.02	0.043	0.166	NA	CEBPD, EEF1A1P9, EIF3A, LAMC1, + 76 genes
TCF20	122	-2.03	0.042	0.164	NA	ZNF304, SNORD116-4, TREML1, MAP3K2, + 98 genes
ZNF429	59	-2.03	0.042	0.164	NA	AMPH, TULP2, RGPD3, SCOC, + 50 genes
ZNF154	46	-2.04	0.041	0.161	NA	ZNF418, SLC18A2, ZNF304, CEP135, + 38 genes
ZNF567	96	-2.05	0.04	0.158	NA	ZNF587, UBTF, RSBN1, NUP133, + 79 genes
ZNF589	70	-2.05	0.04	0.158	NA	RNF175, NAB2, PLEK2, RAB3B, + 60 genes
GZF1	100	-2.06	0.039	0.155	NA	PAPD5, TDRD1, HSBP1L1, PIAS3, + 86 genes
LARP4	238	-2.06	0.039	0.155	NA	SCN8A, SCAMP1, RNASEK, TMSB10, + 203 genes
RAPGEF4	70	-2.06	0.039	0.155	NA	GALNT8, FBXO21, NDUFS8, CMTM4, + 49 genes
HOXD13	52	-2.07	0.038	0.152	NA	ZNF26, IHH, PLCH1, ITFG2, + 42 genes
ZNF208	86	-2.07	0.038	0.152	NA	C4orf21, RPAP2, PLEKHF2, ABCA6, + 71 genes
ZBTB34	148	-2.09	0.037	0.15	NA	MAP3K7, TULP3, BAG5, GTF3C4, + 126 genes
MYBL1	28	-2.11	0.035	0.143	NA	CD209, TIA1, ALDH2, LBR, + 22 genes
ZNF544	38	-2.11	0.035	0.143	NA	YTHDF2, ZNF606, ZNF419, ZNF502, + 31 genes
ZNF823	25	-2.11	0.035	0.143	NA	GSTA4, L1TD1, ZNF564, ZNF480, + 20 genes
TFAP2C	67	-2.12	0.034	0.14	NA	FAM20B, NRF1, MAL2, VCAM1, + 49 genes
ZNF557	51	-2.13	0.033	0.137	NA	ZNF564, C12orf66, BAG5, SNRNP48, + 40 genes
MYCN	154	-2.14	0.032	0.134	NA	NLGN1, CDCA8, UBTF, TAF1B, + 117 genes
BNC2	90	-2.16	0.031	0.13	NA	MAPKAPK3, KCNJ12, CXorf59, LRG1, + 75 genes
E2F7	141	-2.16	0.031	0.13	NA	NPB, CDK2, C12orf5, NUCB2, + 119 genes
DR1	226	-2.17	0.03	0.128	NA	PROCA1, RPAP2, HRK, DLK2, + 175 genes
FOXQ1	49	-2.17	0.03	0.128	NA	EYA1, RDH16, XK, SFRS16, + 35 genes
DOT1L	93	-2.18	0.029	0.125	NA	TTN, SLC4A8, CIC, PAPL, + 70 genes
DEPDC1B	118	-2.2	0.028	0.122	NA	VBP1, C8orf41, LRRC37A2, C5orf54, + 96 genes
IRF6	123	-2.2	0.028	0.122	NA	RAB24, KIAA1244, RHOG, TTLL9, + 85 genes
MTA1	145	-2.2	0.028	0.122	NA	ADCK1, RDH16, HRAS, C14orf156, + 111 genes
TSC22D2	66	-2.2	0.028	0.122	NA	LCOR, ZNF304, THOC3, XRN1, + 57 genes
TWIST1	28	-2.2	0.028	0.122	NA	TCTN1, HOXD13, ATG2A, FH, + 24 genes
ZFP42	79	-2.2	0.028	0.122	NA	ALS2CL, C8orf41, NEIL3, TMUB2, + 64 genes
ZNF558	65	-2.21	0.027	0.12	NA	WDR61, CDHR3, GPR172B, EYA1, + 53 genes
TFAP4	128	-2.23	0.026	0.117	NA	PUS1, ST3GAL1, SBK1, BOLA2, + 101 genes
YY1	129	-2.23	0.026	0.117	NA	BAG5, FUT8, DLGAP5, C12orf5, + 111 genes
ZNF768	49	-2.23	0.026	0.117	NA	DDX5, DCTN4, SEPT7, CWC27, + 31 genes
YEATS4	277	-2.24	0.025	0.114	NA	CDH4, CD3E, MESDC1, PSMB8, + 240 genes
ZNF596	60	-2.24	0.025	0.114	NA	C22orf13, B3GALT1, H3F3C, SPACA1, + 40 genes
MYBL2	201	-2.26	0.024	0.11	NA	POM121L9P, NONO, JRKL, FAM83D, + 177 genes
TLX1	31	-2.27	0.023	0.106	NA	GABBR2, SLC6A20, FBRSL1, LINGO1, + 16 genes
ZNF790	61	-2.27	0.023	0.106	NA	BARX1, DLK2, C6orf154, LOC374443, + 51 genes
ADAMTS19	64	-2.29	0.022	0.103	NA	CYP2J2, GABRA3, SLC35E3, PRICKLE2, + 48 genes
CBLL1	116	-2.29	0.022	0.103	NA	HSD17B14, CD3EAP, CTSK, LTA4H, + 93 genes
ZNF440	26	-2.31	0.021	0.0995	NA	SYDE2, MAP3K13, TADA3, SCYL2, + 18 genes
MAZ	105	-2.33	0.02	0.0958	NA	MBP, ATXN2L, TMEM186, TNNT1, + 86 genes
SREBF2	47	-2.33	0.02	0.0958	NA	FBXO41, SPINK1, FOXR1, CYB5R3, + 36 genes
WIZ	61	-2.33	0.02	0.0958	NA	NRF1, CP, ZNF628, REEP6, + 48 genes
ZNF260	74	-2.33	0.02	0.0958	NA	ZFP30, ARID4B, LRG1, MBTD1, + 62 genes
ZNF717	63	-2.33	0.02	0.0958	NA	ZSCAN12P1, SLC6A5, MOCS2, CCNH, + 38 genes
DSP	179	-2.35	0.019	0.0934	NA	ZNF33A, C17orf48, SALL4, IDUA, + 158 genes
ZNF85	33	-2.35	0.019	0.0934	NA	HAUS8, NR1H2, SPACA1, PIK3CB, + 28 genes
ZNF662	51	-2.37	0.018	0.0898	NA	XK, CEACAM19, MYBPC1, TDRD1, + 41 genes
HMG20B	236	-2.41	0.016	0.0807	NA	USF2, TM2D1, TXNRD2, C21orf2, + 214 genes
ZIK1	81	-2.41	0.016	0.0807	NA	C6orf145, CT47B1, SCAF1, HRK, + 70 genes
RXRG	43	-2.43	0.015	0.0769	NA	ZNF396, ETNK1, KIAA0528, SALL1, + 31 genes
SIX2	25	-2.43	0.015	0.0769	NA	LRP3, FAM165B, DACT2, EEF1A2, + 17 genes
ZNF506	36	-2.43	0.015	0.0769	NA	TUBAL3, ZNF333, TMEM37, ZNF461, + 26 genes
ZNF827	46	-2.43	0.015	0.0769	NA	FUT10, NOS1, MED14, LRP1, + 37 genes
ZNF12	197	-2.46	0.014	0.0737	NA	CTSA, GALNT8, ZNF551, BRMS1, + 168 genes
ATXN7	65	-2.48	0.013	0.0693	NA	DNAJC8, NDUFS4, HECTD2, GOLGB1, + 44 genes
DMC1	46	-2.48	0.013	0.0693	NA	TOMM22, ZNF175, DNAJC13, ATXN10, + 30 genes
MTA3	128	-2.48	0.013	0.0693	NA	ELF1, RUNX3, ARHGAP30, EPS15L1, + 111 genes
NANOG	251	-2.48	0.013	0.0693	NA	NONO, C12orf5, TUBA1B, DIAPH3, + 214 genes
ZNF543	155	-2.48	0.013	0.0693	NA	LOC283856, BHLHB9, NLGN1, HFM1, + 136 genes
ZNF607	158	-2.48	0.013	0.0693	NA	G0S2, MAP2K7, CTSB, XPNPEP2, + 135 genes
ZNF695	178	-2.48	0.013	0.0693	NA	SYT12, TADA1, NEIL3, PCOLCE, + 151 genes
AEBP2	122	-2.51	0.012	0.0664	NA	GALNT8, PLBD1, C14orf73, RALA, + 106 genes
CPSF4L	37	-2.51	0.012	0.0664	NA	NOTO, CCDC9, CHDH, RHPN1, + 30 genes
DZIP1	170	-2.51	0.012	0.0664	NA	CCL28, RHOU, FGFR3, C6orf52, + 150 genes
TFDP1	86	-2.51	0.012	0.0664	NA	SLMO2, PSORS1C2, DCAF12L2, PGGT1B, + 68 genes
ZBED1	102	-2.51	0.012	0.0664	NA	MGRN1, PRKD2, ENO3, CLIP3, + 80 genes
EIF3K	251	-2.54	0.011	0.0627	NA	GTF2F1, TUBB2C, NEDD8, TMEM205, + 204 genes
ZBTB7C	50	-2.54	0.011	0.0627	NA	COL1A2, SPACA1, NUAK1, C1orf216, + 36 genes
ZFHX4	40	-2.54	0.011	0.0627	NA	SPINK1, TAB3, CCL28, MTDH, + 32 genes
ZNF257	97	-2.54	0.011	0.0627	NA	NUDT18, SFRS3, LOC728643, SFRS1, + 81 genes
ZNF117	78	-2.58	0.01	0.0582	NA	LOC342346, ZNF615, MARCKS, ANKIB1, + 56 genes
ZNF408	104	-2.58	0.01	0.0582	NA	ZMYM6, ZNF628, NSDHL, RPL13AP6, + 87 genes
ARGFX	44	-2.61	0.009	0.0529	NA	SULT4A1, FAM181B, ODF2, VSTM2A, + 36 genes
PRRX2	103	-2.61	0.009	0.0529	NA	RPS24, AIDA, MUC15, PCDHA13, + 85 genes
RGS7	109	-2.61	0.009	0.0529	NA	B3GALT1, SLC25A34, SLC35F1, MFF, + 84 genes
RNF125	135	-2.61	0.009	0.0529	NA	KRT17, CEP192, DKFZp686A1627, LRRC27, + 114 genes
USP39	206	-2.61	0.009	0.0529	NA	SPC24, TPR, CD99L2, NOLC1, + 174 genes
ZNF395	187	-2.61	0.009	0.0529	NA	PRLR, C14orf72, ZNF521, YEATS4, + 155 genes
GRHL2	127	-2.65	0.008	0.049	NA	MAL2, KLK14, NTF3, OTUB2, + 99 genes
NOTO	49	-2.65	0.008	0.049	NA	YEATS4, CXorf59, AKAP8, CCDC9, + 37 genes
PHB2	376	-2.65	0.008	0.049	NA	TG, ANKRD12, CHD4, RPL7, + 298 genes
ZNF530	75	-2.65	0.008	0.049	NA	LARP4, ZDHHC19, BLZF1, RNF41, + 66 genes
ZNF579	224	-2.65	0.008	0.049	NA	SENP8, NCAM2, LOC100124692, PCNP, + 200 genes
ESR2	69	-2.7	0.007	0.0441	NA	HHIPL2, PET112L, DNAJC5G, MEIS2, + 53 genes
MLLT1	126	-2.7	0.007	0.0441	NA	RANBP3, GNPTAB, ANKLE1, RNF113B, + 101 genes
OVOL2	63	-2.7	0.007	0.0441	NA	RAB25, COCH, CARM1, RP1L1, + 53 genes
SALL1	63	-2.7	0.007	0.0441	NA	KIAA0528, NLRP11, SERPINH1, UBA3, + 50 genes
SRY	35	-2.7	0.007	0.0441	NA	MST1P9, MT1L, UBL5, C5orf38, + 23 genes
ZBTB45	93	-2.7	0.007	0.0441	NA	CCDC9, FEN1, PRMT1, ZBTB25, + 82 genes
ZNF284	97	-2.7	0.007	0.0441	NA	HIST4H4, CHD4, SACM1L, SCYL2, + 82 genes
ZNF317	37	-2.7	0.007	0.0441	NA	TMEM80, C19orf44, ZNF788, TBK1, + 29 genes
ZNF90	111	-2.7	0.007	0.0441	NA	BRP44, ZNF826, TMEM186, INSC, + 92 genes
POU3F2	62	-2.75	0.006	0.0399	NA	ISM1, PAPOLA, MPDZ, EXOC5, + 47 genes
ZNF552	88	-2.75	0.006	0.0399	NA	EGFR, KLHDC2, FLJ11235, ZNF628, + 74 genes
ZNF680	96	-2.81	0.00499	0.0343	NA	TMX1, FAM160B1, COQ9, SOCS5, + 76 genes
RBM10	33	-2.82	0.00477	0.0332	NA	EIF3CL, PRSS50, C2orf34, PQBP1, + 26 genes
ZNF598	139	-2.83	0.00469	0.0328	NA	ATXN2L, RRS1, TCTN3, TMEM186, + 115 genes
POU5F1	134	-2.83	0.00469	0.0328	NA	DAP3, DGCR5, DDX60L, PHLDA3, + 106 genes
PRDM13	67	-2.83	0.00468	0.0328	NA	HSBP1L1, EPHA6, ADAMTS19, NCRNA00202, + 52 genes
SNAPC4	126	-2.83	0.00459	0.0326	NA	CMBL, RAB13, ZNF628, PRPF4, + 98 genes
FOXH1	89	-2.85	0.00443	0.0318	NA	PITX3, ATP1A4, MRPL20, ZNF263, + 77 genes
ZNF618	48	-2.85	0.00438	0.0318	NA	ZNF484, ZFP37, SCAI, GAPVD1, + 43 genes
PRDM14	399	-2.86	0.00424	0.0311	NA	MARVELD1, DYNLL2, NSDHL, CBFB, + 339 genes
SRF	72	-2.87	0.00415	0.0308	NA	SETBP1, SEPT2, GABARAPL3, FGF18, + 59 genes
ZNF519	31	-2.87	0.00408	0.0306	NA	ATPBD4, YTHDC1, CLDN12, GRN, + 24 genes
IKZF4	43	-2.87	0.00405	0.0306	NA	TUG1, FLVCR1, MAP2K7, PRIMA1, + 34 genes
LARP6	148	-2.88	0.00402	0.0306	NA	SMOX, USP15, CSNK1A1P, TXNIP, + 136 genes
E2F5	151	-2.91	0.00364	0.0285	NA	SLC25A5, UVRAG, NSDHL, CAPN3, + 116 genes
PATZ1	31	-2.95	0.00319	0.0256	NA	RNF215, DGCR5, CBLC, GK, + 25 genes
KLF4	214	-2.95	0.00317	0.0256	NA	SRGAP1, NINL, HMGCS1, CAMSAP1, + 178 genes
DMRT2	26	-2.97	0.00294	0.024	NA	KBTBD11, COCH, SLC38A9, TMEM30B, + 17 genes
ZNF320	153	-2.98	0.00291	0.0239	NA	ZNF532, ADAMTS7, MAP2K7, SLC25A36, + 124 genes
SOHLH1	29	-2.99	0.00282	0.0233	NA	CHGA, LOC399815, APBA2, PTPN20B, + 14 genes
HAND1	32	-3.01	0.00265	0.0223	NA	MAL2, EBF2, DLX3, COCH, + 23 genes
IRX6	97	-3.01	0.00262	0.0222	NA	DRD1, YEATS4, CDH12, AP3S2, + 82 genes
ZNF180	120	-3.02	0.00253	0.0217	NA	NCRNA00202, RALGAPA1, ZNF542, ZNF333, + 104 genes
ZNF714	187	-3.02	0.0025	0.0216	NA	CNTNAP5, RAB24, FHIT, ZNF98, + 170 genes
TCEAL8	143	-3.05	0.00231	0.0202	NA	DOCK3, MTX1, ICT1, GOT1, + 124 genes
ZNF223	130	-3.06	0.00225	0.02	NA	NCRNA00202, LOC400752, SCYL3, PDIA2, + 105 genes
BATF3	28	-3.06	0.00223	0.02	NA	TNNC2, MST1P9, SCN10A, SH3GL3, + 20 genes
RPA4	43	-3.07	0.00216	0.0194	NA	C1S, CFH, EFEMP2, TNFSF10, + 34 genes
ZNF491	65	-3.09	0.00202	0.0183	NA	RHOBTB2, COCH, ZNF440, LRRTM1, + 53 genes
ZNF653	152	-3.13	0.00175	0.0164	NA	NCRNA00202, PHF21B, LOC400752, SF3A2, + 131 genes
UBP1	101	-3.15	0.00164	0.0155	NA	RARRES2, DPH3, FAM116A, HIST4H4, + 85 genes
VENTX	62	-3.15	0.00162	0.0154	NA	YARS, HIST3H2A, JAGN1, ZNF511, + 49 genes
NR0B1	98	-3.17	0.00154	0.0148	NA	GAMT, COL23A1, TNNC1, RPUSD1, + 80 genes
TSHZ3	81	-3.19	0.00142	0.0139	NA	TMBIM6, C11orf80, KAL1, KLRF1, + 59 genes
SALL3	53	-3.22	0.00127	0.0126	NA	FAM83F, ZNF623, NCSTN, STARD3, + 38 genes
ZNF536	83	-3.23	0.00124	0.0125	NA	KLK2, DNAH8, LOC399959, RNF126P1, + 72 genes
ZNF586	52	-3.23	0.00124	0.0125	NA	SFRS13B, ZCCHC24, SALL1, WDR72, + 42 genes
RGS11	156	-3.24	0.0012	0.0123	NA	TNNC2, TNK2, ANO8, RAB11FIP3, + 129 genes
TGIF1	250	-3.24	0.0012	0.0123	NA	ALS2CR8, MPHOSPH10, UBE2C, TUBB6, + 210 genes
ZNF253	114	-3.24	0.00119	0.0123	NA	ZNF788, IPO9, C17orf63, SLC35C2, + 98 genes
AIRE	188	-3.25	0.00116	0.0121	NA	FTSJD2, PDIA2, VSTM2A, RFPL1, + 144 genes
NUPL2	81	-3.25	0.00116	0.0121	NA	C21orf59, GPATCH1, ZNF513, POLR2H, + 62 genes
SOX10	35	-3.25	0.00116	0.0121	NA	FAM19A5, C19orf33, TMEM30B, ZDHHC8P1, + 28 genes
NEUROG1	143	-3.26	0.0011	0.0118	NA	TRIM63, SLIT1, LASS1, NCLN, + 108 genes
TCF19	166	-3.27	0.00109	0.0117	NA	CTNND2, PABPC4L, TMEM132D, GOT1, + 142 genes
MEIS3	180	-3.27	0.00108	0.0117	NA	OR2H2, GCGR, TBKBP1, CFH, + 156 genes
TEAD2	116	-3.27	0.00106	0.0117	NA	MAN2B2, CYTH2, C19orf39, FAM115C, + 101 genes
TOX2	49	-3.29	0.00102	0.0115	NA	FAM19A5, TNFRSF10D, DAPK3, RSPO4, + 37 genes
ARNTL2	118	-3.29	0.000986	0.0112	NA	FBXO22OS, FLVCR1, COX4I2, LIMD1, + 94 genes
ZNF581	194	-3.3	0.000952	0.0109	NA	MARCH4, LOC728643, NT5DC2, MRPL21, + 171 genes
SNAI1	80	-3.31	0.000949	0.0109	NA	C17orf63, ELFN1, EEF1A2, KCNG1, + 61 genes
CREBL2	141	-3.33	0.00087	0.0104	NA	CA6, EPHX2, SMCHD1, COQ9, + 126 genes
LASS4	77	-3.34	0.000846	0.0103	NA	RHOBTB2, NCLN, IL28RA, SUMO1P1, + 63 genes
ZNF70	70	-3.34	0.000839	0.0103	NA	CCDC134, LRRTM1, TMOD2, EIF2AK3, + 57 genes
E2F1	108	-3.34	0.000838	0.0103	NA	SETDB2, LIG1, WDR63, MCM5, + 77 genes
HMGB3	164	-3.35	0.000798	0.0101	NA	OVOL2, PAG1, GLS, GPR141, + 151 genes
HIC2	243	-3.37	0.000764	0.00971	NA	C13orf27, PDXP, ATF3, SLC6A17, + 218 genes
ZNF445	113	-3.37	0.000756	0.0097	NA	SELV, FGL1, TECPR2, C19orf33, + 87 genes
DHX57	129	-3.38	0.000722	0.00948	NA	CAD, C17orf91, DYNC2LI1, TBP, + 107 genes
ZNF254	66	-3.39	0.000712	0.00948	NA	DISC1, DHRS4L1, C15orf42, STARD3, + 54 genes
ZBED4	132	-3.39	0.00071	0.00948	NA	RBM38, FNDC3B, RAB34, STS, + 105 genes
NPAS1	92	-3.4	0.000678	0.00948	NA	REEP6, LOC389634, COL6A6, MPP3, + 83 genes
ZHX1	105	-3.43	0.000613	0.00891	NA	FKBP1A, MEIS2, MPDU1, PTPRM, + 91 genes
ZNF384	312	-3.45	0.000571	0.00848	NA	C15orf59, GJB5, NOC2L, MYH1, + 245 genes
