Regulon	Size	NES	p.value	FDR	Synergy	Ledge
22882	94	-1.28	0.2	0.818	NA	6482, 51582, 9897, 7531, + 19 genes
255877	93	-1.28	0.2	0.818	NA	6624, 8682, 1282, 7075, + 73 genes
50943	60	-1.28	0.2	0.818	NA	5778, 79413, 149628, 921, + 37 genes
84913	203	-1.28	0.2	0.818	NA	2791, 55679, 23066, 6403, + 151 genes
2103	49	-1.28	0.199	0.818	NA	54413, 1548, 23090, 91316, + 37 genes
9915	74	-1.28	0.199	0.818	NA	79875, 8945, 4036, 9201, + 36 genes
2115	65	-1.29	0.197	0.818	NA	56172, 79589, 1123, 2191, + 41 genes
7695	38	-1.29	0.196	0.818	NA	64375, 7007, 4000, 7866, + 11 genes
8543	46	-1.29	0.196	0.818	NA	4168, 1917, 7494, 10276, + 8 genes
84525	45	-1.3	0.195	0.818	NA	4060, 55, 7025, 192666, + 32 genes
389114	34	-1.3	0.192	0.818	NA	114818, 65987, 11099, 5463, + 13 genes
55509	185	-1.3	0.192	0.818	NA	89910, 11151, 3142, 6649, + 85 genes
4009	32	-1.31	0.191	0.818	NA	10294, 8839, 8483, 23359, + 20 genes
84449	131	-1.31	0.191	0.818	NA	5463, 10134, 3336, 29095, + 51 genes
220929	102	-1.31	0.189	0.818	NA	9404, 3601, 7009, 301, + 26 genes
64344	78	-1.31	0.189	0.818	NA	827, 80036, 4223, 4222, + 40 genes
163081	72	-1.32	0.188	0.818	NA	54556, 10210, 79596, 51444, + 33 genes
219749	95	-1.32	0.187	0.818	NA	27301, 4171, 22863, 191, + 42 genes
53335	430	-1.33	0.185	0.818	NA	4222, 5746, 80762, 4804, + 183 genes
9572	25	-1.33	0.185	0.818	NA	1628, 1407, 5608, 51517, + 8 genes
121340	39	-1.33	0.184	0.818	NA	151, 390999, 342096, 22897, + 10 genes
4929	74	-1.33	0.184	0.818	NA	9915, 164656, 55422, 55638, + 22 genes
49854	60	-1.33	0.184	0.818	NA	254359, 79637, 6801, 51024, + 11 genes
2078	249	-1.33	0.183	0.818	NA	140462, 6403, 858, 9365, + 182 genes
26257	66	-1.33	0.183	0.818	NA	51778, 8626, 65989, 4336, + 33 genes
79027	45	-1.33	0.182	0.818	NA	23660, 90634, 25850, 84790, + 19 genes
5460	31	-1.34	0.181	0.818	NA	23532, 23539, 5564, 79083, + 15 genes
30812	144	-1.34	0.179	0.818	NA	79812, 730, 7075, 357, + 105 genes
23119	106	-1.35	0.178	0.818	NA	7625, 1271, 10069, 55129, + 49 genes
64321	168	-1.35	0.176	0.818	NA	56548, 11169, 358, 1901, + 120 genes
3725	32	-1.36	0.175	0.818	NA	8562, 56829, 23645, 5910, + 8 genes
170261	54	-1.36	0.173	0.818	NA	3598, 2115, 7227, 4162, + 28 genes
7291	53	-1.37	0.17	0.818	NA	1123, 4493, 116039, 10123, + 31 genes
90485	48	-1.37	0.17	0.818	NA	558, 10186, 54853, 7694, + 26 genes
219654	416	-1.38	0.169	0.818	NA	5682, 338645, 3817, 9715, + 255 genes
284406	28	-1.38	0.169	0.818	NA	1384, 22928, 7712, 140578, + 4 genes
4205	109	-1.38	0.168	0.818	NA	9194, 28956, 28952, 29767, + 30 genes
50805	34	-1.38	0.167	0.818	NA	11235, 6663, 7476, 150244, + 19 genes
23390	172	-1.39	0.166	0.818	NA	373, 9601, 64375, 5831, + 55 genes
50674	28	-1.39	0.166	0.818	NA	2642, 398, 6585, 54682, + 10 genes
163255	93	-1.4	0.163	0.818	NA	9940, 25850, 84790, 23461, + 39 genes
91133	131	-1.4	0.163	0.818	NA	909, 79632, 4067, 55040, + 65 genes
2672	55	-1.4	0.162	0.818	NA	6753, 149628, 10734, 29909, + 33 genes
2623	87	-1.4	0.161	0.818	NA	5432, 27254, 23095, 57644, + 38 genes
4097	136	-1.41	0.16	0.818	NA	6541, 3178, 53841, 5515, + 46 genes
5463	330	-1.41	0.16	0.818	NA	6777, 10419, 10072, 64321, + 196 genes
23318	196	-1.41	0.159	0.818	NA	54985, 7368, 56654, 6566, + 71 genes
6663	436	-1.41	0.159	0.818	NA	83988, 7111, 5121, 2247, + 270 genes
2302	54	-1.41	0.158	0.818	NA	79412, 91807, 51673, 9854, + 40 genes
664701	70	-1.42	0.157	0.818	NA	10004, 3908, 4675, 4239, + 25 genes
6928	34	-1.42	0.157	0.818	NA	1180, 23617, 6770, 2302, + 17 genes
284443	48	-1.42	0.156	0.818	NA	80108, 84790, 440515, 1508, + 24 genes
63973	41	-1.42	0.156	0.818	NA	1813, 5649, 8626, 65989, + 19 genes
2020	35	-1.42	0.155	0.818	NA	1805, 140545, 9480, 26284, + 13 genes
619279	52	-1.43	0.154	0.818	NA	65986, 57188, 6334, 79587, + 14 genes
8022	27	-1.43	0.153	0.818	NA	7141, 10786, 9394, 11255, + 6 genes
3232	30	-1.43	0.152	0.818	NA	6843, 7692, 54540, 10186, + 20 genes
2308	88	-1.44	0.15	0.818	NA	1112, 7405, 10449, 4311, + 36 genes
60529	72	-1.44	0.15	0.818	NA	10190, 6663, 8631, 1956, + 54 genes
63934	37	-1.44	0.149	0.818	NA	83700, 5627, 22873, 2047, + 24 genes
2113	167	-1.45	0.148	0.818	NA	8809, 1756, 11080, 23228, + 89 genes
3096	118	-1.45	0.148	0.818	NA	222658, 6557, 23251, 55796, + 44 genes
6258	71	-1.45	0.148	0.818	NA	80760, 9079, 125, 2038, + 44 genes
6935	415	-1.45	0.148	0.818	NA	10491, 4130, 51454, 8499, + 233 genes
92092	78	-1.46	0.145	0.818	NA	1350, 55798, 673, 7516, + 41 genes
84654	25	-1.46	0.144	0.818	NA	10880, 7252, 6290, 10394, + 7 genes
140628	76	-1.48	0.14	0.818	NA	2306, 6713, 1773, 28957, + 36 genes
2119	176	-1.48	0.138	0.818	NA	10630, 558, 1436, 8434, + 92 genes
7704	155	-1.48	0.138	0.818	NA	11076, 9212, 7411, 10713, + 65 genes
9070	156	-1.48	0.138	0.818	NA	4482, 55893, 7994, 65082, + 60 genes
9095	124	-1.49	0.136	0.818	NA	11120, 419, 91754, 5051, + 75 genes
4807	65	-1.5	0.134	0.818	NA	23360, 1179, 8420, 4703, + 40 genes
100101467	43	-1.5	0.133	0.818	NA	2660, 26256, 374868, 5932, + 21 genes
163049	119	-1.51	0.131	0.818	NA	3692, 2957, 55175, 10245, + 43 genes
253639	99	-1.51	0.13	0.818	NA	1545, 54442, 60, 25924, + 21 genes
285349	49	-1.52	0.128	0.818	NA	7003, 3396, 79633, 5896, + 25 genes
4618	38	-1.52	0.128	0.818	NA	1271, 3662, 50485, 25805, + 15 genes
22835	37	-1.53	0.127	0.818	NA	7733, 6494, 7169, 641339, + 7 genes
136259	106	-1.53	0.126	0.818	NA	23498, 5502, 80760, 2662, + 64 genes
3726	65	-1.53	0.126	0.818	NA	51129, 2353, 10633, 11007, + 28 genes
54738	25	-1.53	0.126	0.818	NA	10880, 6915, 57084, 26083, + 12 genes
8522	205	-1.53	0.125	0.818	NA	4035, 51665, 55906, 63923, + 113 genes
10725	100	-1.54	0.124	0.818	NA	375248, 7182, 64222, 131566, + 49 genes
1112	73	-1.54	0.124	0.818	NA	2308, 55796, 3029, 206358, + 30 genes
55205	237	-1.54	0.124	0.818	NA	2580, 10273, 55152, 23543, + 65 genes
140883	49	-1.54	0.123	0.818	NA	53335, 7456, 9760, 3738, + 32 genes
2303	30	-1.54	0.123	0.818	NA	4855, 57158, 8470, 1464, + 15 genes
6671	73	-1.55	0.122	0.818	NA	8621, 10330, 56981, 8556, + 21 genes
6736	38	-1.55	0.121	0.818	NA	5274, 10876, 2147, 1109, + 9 genes
158399	82	-1.56	0.119	0.818	NA	114088, 27165, 57336, 26960, + 40 genes
83741	35	-1.56	0.119	0.818	NA	7015, 79748, 526, 28234, + 10 genes
3204	137	-1.58	0.115	0.818	NA	3490, 10186, 83988, 79971, + 81 genes
4435	114	-1.58	0.114	0.818	NA	10742, 135138, 23160, 11181, + 45 genes
59336	26	-1.58	0.114	0.818	NA	7368, 1761, 1131, 3169, + 9 genes
8462	190	-1.58	0.114	0.818	NA	7678, 283131, 93129, 51451, + 44 genes
1052	57	-1.59	0.112	0.818	NA	4056, 4014, 4719, 6236, + 27 genes
374879	178	-1.59	0.111	0.818	NA	11245, 5092, 5439, 781, + 72 genes
571	264	-1.59	0.111	0.818	NA	9734, 22807, 5629, 92483, + 87 genes
23040	34	-1.6	0.109	0.818	NA	1496, 181, 27178, 496, + 3 genes
64067	27	-1.6	0.109	0.818	NA	1641, 29068, 4916, 22794, + 14 genes
4223	170	-1.61	0.107	0.818	NA	7512, 5502, 6581, 477, + 115 genes
3172	47	-1.62	0.106	0.818	NA	5967, 246, 79908, 79799, + 25 genes
100130426	28	-1.62	0.105	0.818	NA	9293, 6192, 5669, 2712, + 13 genes
5325	347	-1.62	0.105	0.818	NA	3400, 79805, 2273, 1690, + 221 genes
389058	57	-1.63	0.104	0.818	NA	7434, 2571, 83447, 8521, + 23 genes
117581	151	-1.63	0.103	0.818	NA	7512, 79883, 9021, 51094, + 81 genes
157848	28	-1.64	0.102	0.818	NA	440387, 10214, 4142, 63925, + 12 genes
6926	88	-1.64	0.102	0.818	NA	10723, 5608, 9537, 57613, + 37 genes
1761	32	-1.64	0.101	0.818	NA	3755, 479, 51643, 26525, + 18 genes
2294	39	-1.64	0.101	0.818	NA	55679, 6366, 7075, 3490, + 26 genes
5990	89	-1.64	0.101	0.818	NA	9900, 11072, 810, 2058, + 33 genes
64651	117	-1.64	0.1	0.818	NA	9837, 554, 2956, 79962, + 62 genes
26149	36	-1.65	0.099	0.818	NA	10210, 29118, 8470, 55893, + 17 genes
2624	54	-1.65	0.099	0.818	NA	192666, 79896, 2791, 79812, + 40 genes
340554	58	-1.65	0.099	0.818	NA	79633, 128553, 23251, 5311, + 26 genes
147837	42	-1.65	0.098	0.818	NA	11240, 5283, 81789, 22880, + 8 genes
1746	92	-1.67	0.095	0.818	NA	51270, 4861, 9837, 641, + 37 genes
54811	29	-1.67	0.094	0.818	NA	9063, 84172, 1212, 79088, + 8 genes
440097	83	-1.68	0.093	0.818	NA	90865, 10186, 6663, 7980, + 56 genes
7675	27	-1.68	0.093	0.818	NA	22847, 79230, 54552, 54811, + 8 genes
283078	48	-1.68	0.092	0.818	NA	27165, 6586, 2162, 283298, + 20 genes
8848	92	-1.68	0.092	0.818	NA	79148, 11339, 2354, 5095, + 44 genes
389692	49	-1.7	0.09	0.818	NA	4990, 55760, 3785, 3196, + 17 genes
862	229	-1.7	0.09	0.818	NA	2308, 64506, 9618, 54622, + 119 genes
3131	96	-1.71	0.088	0.818	NA	358, 730, 5803, 8638, + 67 genes
727940	26	-1.71	0.088	0.818	NA	27035, 9283, 7258, 55811, + 8 genes
116448	67	-1.71	0.087	0.818	NA	5836, 10675, 631, 25806, + 34 genes
2296	627	-1.72	0.086	0.818	NA	5787, 57180, 55512, 8543, + 368 genes
28999	115	-1.72	0.086	0.818	NA	1271, 2335, 126393, 1954, + 55 genes
4212	46	-1.72	0.086	0.818	NA	10186, 1756, 10391, 83700, + 27 genes
639	95	-1.72	0.085	0.818	NA	55721, 3075, 9839, 3759, + 62 genes
220202	25	-1.73	0.084	0.818	NA	23076, 6451, 9118, 54901, + 14 genes
4093	70	-1.73	0.084	0.818	NA	1345, 56672, 5727, 55243, + 44 genes
64288	38	-1.73	0.084	0.818	NA	4741, 6758, 9489, 79656, + 13 genes
266743	101	-1.73	0.083	0.818	NA	91316, 275, 2550, 64221, + 74 genes
5178	84	-1.73	0.083	0.818	NA	83700, 23076, 23051, 338645, + 50 genes
729288	77	-1.73	0.083	0.818	NA	3446, 311, 7712, 26716, + 23 genes
79192	127	-1.73	0.083	0.818	NA	5575, 64221, 6319, 6663, + 84 genes
9496	43	-1.73	0.083	0.818	NA	10412, 27250, 375346, 23328, + 11 genes
2736	169	-1.74	0.082	0.818	NA	10186, 25854, 8434, 5110, + 110 genes
51085	153	-1.74	0.081	0.818	NA	5502, 477, 80760, 7869, + 102 genes
79943	72	-1.74	0.081	0.818	NA	7553, 8928, 7625, 388569, + 25 genes
9479	219	-1.74	0.081	0.818	NA	80210, 23139, 55018, 56953, + 115 genes
5629	108	-1.75	0.08	0.818	NA	23543, 3680, 9758, 51451, + 35 genes
51270	90	-1.76	0.079	0.818	NA	23594, 9479, 740, 9133, + 21 genes
79698	61	-1.77	0.077	0.818	NA	8626, 4804, 1288, 1825, + 29 genes
79740	72	-1.77	0.076	0.818	NA	389177, 79583, 4745, 6770, + 46 genes
1044	40	-1.78	0.075	0.818	NA	57124, 924, 8482, 10235, + 22 genes
58524	55	-1.78	0.075	0.818	NA	1071, 3384, 4162, 51267, + 36 genes
9839	336	-1.78	0.075	0.818	NA	221692, 57608, 5028, 9990, + 190 genes
1879	281	-1.79	0.073	0.818	NA	5270, 1901, 5168, 81575, + 200 genes
23090	175	-1.79	0.073	0.818	NA	6741, 79987, 80273, 4163, + 73 genes
4306	77	-1.8	0.072	0.818	NA	358, 1901, 5803, 90865, + 58 genes
80778	57	-1.8	0.072	0.818	NA	1371, 26152, 1773, 7553, + 24 genes
5459	32	-1.82	0.069	0.818	NA	9480, 5126, 265, 2103, + 11 genes
2354	29	-1.83	0.068	0.818	NA	2353, 79981, 1960, 7148, + 11 genes
58499	196	-1.83	0.068	0.818	NA	8462, 7368, 10023, 10519, + 72 genes
8856	67	-1.83	0.068	0.818	NA	26013, 23360, 150244, 10841, + 40 genes
1959	68	-1.84	0.066	0.818	NA	6347, 10391, 9452, 7512, + 41 genes
503835	31	-1.84	0.066	0.818	NA	3565, 9421, 159162, 1418, + 7 genes
163223	26	-1.85	0.065	0.818	NA	10489, 5787, 10186, 10391, + 17 genes
5465	203	-1.85	0.064	0.818	NA	9508, 55692, 55766, 55796, + 74 genes
728656	173	-1.85	0.064	0.818	NA	27112, 525, 81577, 29118, + 106 genes
9705	69	-1.85	0.064	0.818	NA	920, 586, 4688, 1536, + 42 genes
2735	108	-1.88	0.06	0.818	NA	3326, 58494, 22871, 8492, + 67 genes
3651	33	-1.89	0.059	0.818	NA	6457, 10083, 23532, 79083, + 17 genes
5468	99	-1.89	0.059	0.818	NA	7512, 5502, 80760, 125, + 64 genes
135935	30	-1.9	0.057	0.818	NA	2830, 50834, 57151, 5161, + 9 genes
79776	41	-1.9	0.057	0.818	NA	85458, 11183, 7003, 54796, + 28 genes
84527	52	-1.9	0.057	0.818	NA	90634, 6013, 60528, 79007, + 28 genes
84547	95	-1.91	0.056	0.818	NA	81797, 2582, 26298, 5033, + 28 genes
8626	139	-1.92	0.055	0.818	NA	2152, 8838, 90865, 9077, + 96 genes
253738	114	-1.93	0.054	0.818	NA	9452, 7512, 2313, 477, + 77 genes
7025	61	-1.93	0.054	0.818	NA	10186, 9754, 79971, 5010, + 41 genes
121643	94	-1.93	0.053	0.818	NA	55567, 5406, 80086, 6716, + 49 genes
128553	192	-1.94	0.052	0.818	NA	1756, 55243, 1956, 6328, + 129 genes
158866	31	-1.95	0.051	0.818	NA	57161, 8894, 79987, 8522, + 15 genes
4808	43	-1.95	0.051	0.818	NA	9824, 79883, 11248, 4998, + 27 genes
353355	30	-1.96	0.05	0.818	NA	51309, 1969, 57016, 871, + 7 genes
131096	67	-1.97	0.049	0.818	NA	91316, 2262, 81571, 2550, + 46 genes
60468	212	-2	0.046	0.818	NA	79365, 5784, 11037, 51318, + 141 genes
7538	64	-2.03	0.042	0.818	NA	9021, 1440, 4327, 51267, + 38 genes
387332	28	-2.06	0.039	0.818	NA	55567, 11181, 3346, 4159, + 9 genes
8328	32	-2.07	0.038	0.818	NA	26228, 5194, 2297, 3848, + 17 genes
429	54	-2.09	0.037	0.818	NA	5445, 58158, 10205, 57586, + 16 genes
25925	136	-2.11	0.035	0.818	NA	55713, 55323, 60468, 54798, + 53 genes
503582	26	-2.12	0.034	0.818	NA	50613, 6866, 3046, 2560, + 10 genes
10655	71	-2.13	0.033	0.818	NA	80760, 125, 2564, 5153, + 44 genes
26038	107	-2.13	0.033	0.818	NA	547, 56994, 53841, 55339, + 49 genes
170825	32	-2.16	0.031	0.818	NA	4759, 55244, 23467, 8521, + 13 genes
728410	33	-2.18	0.029	0.818	NA	23617, 440560, 3046, 10086, + 10 genes
79190	122	-2.2	0.028	0.818	NA	1583, 4223, 9370, 51129, + 63 genes
83482	117	-2.2	0.028	0.818	NA	22924, 79955, 51517, 837, + 67 genes
9096	153	-2.2	0.028	0.818	NA	23024, 5308, 22873, 1490, + 85 genes
22947	28	-2.21	0.027	0.818	NA	2569, 26156, 1014, 56934, + 11 genes
2114	60	-2.23	0.026	0.818	NA	51705, 54550, 301, 140803, + 21 genes
431707	45	-2.23	0.026	0.818	NA	6004, 3763, 5475, 23562, + 16 genes
1745	39	-2.24	0.025	0.818	NA	43849, 6540, 11247, 79879, + 18 genes
57683	30	-2.29	0.022	0.818	NA	79913, 151230, 54556, 79633, + 16 genes
8013	56	-2.31	0.021	0.818	NA	1959, 6446, 5997, 3575, + 41 genes
9971	28	-2.37	0.018	0.818	NA	6123, 7227, 79799, 574, + 16 genes
3174	99	-2.43	0.015	0.818	NA	22824, 23657, 79574, 1944, + 42 genes
5454	53	-2.54	0.011	0.818	NA	9480, 5126, 7547, 57084, + 22 genes
57688	49	-2.54	0.011	0.818	NA	6935, 8884, 5581, 64375, + 17 genes
4661	179	-2.58	0.01	0.818	NA	2775, 10158, 164656, 57146, + 66 genes
4762	26	-2.58	0.01	0.818	NA	8340, 56001, 63904, 60506, + 12 genes
283576	63	-2.61	0.009	0.818	NA	114088, 2523, 4745, 54852, + 35 genes
56751	30	-2.61	0.009	0.818	NA	3211, 1392, 10086, 280658, + 11 genes
390874	35	-2.65	0.008	0.818	NA	3044, 54860, 6866, 81797, + 9 genes
90655	27	-2.65	0.008	0.818	NA	4544, 8361, 3562, 6754, + 7 genes
23619	27	-2.7	0.007	0.818	NA	90485, 55540, 837, 51009, + 12 genes
3642	107	-2.75	0.006	0.818	NA	55815, 914, 1442, 931, + 58 genes
