	Regulon	Size	NES	p.value	FDR	Ledge
84240	84240	113	-1.07	0.284	0.998	285672, 9993, 27292, 1022, + 21 genes
9889	9889	111	-1.07	0.284	0.998	130074, 5064, 58516, 84179, + 34 genes
4212	4212	46	-1.07	0.283	0.998	7373, 4969, 3204, 2669, + 5 genes
146198	146198	31	-1.08	0.282	0.998	2101, 729991, 10312, 84818, + 5 genes
340595	340595	33	-1.08	0.282	0.998	642636, 79820, 7306, 3283, + 11 genes
89884	89884	51	-1.08	0.282	0.998	55891, 55096, 3617, 283131, + 17 genes
79797	79797	54	-1.08	0.281	0.998	84364, 114885, 4722, 3981, + 11 genes
9988	9988	165	-1.08	0.281	0.998	4194, 8481, 375248, 65981, + 34 genes
64651	64651	117	-1.08	0.28	0.998	2491, 2557, 220134, 1408, + 48 genes
7730	7730	27	-1.08	0.28	0.998	79673, 29906, 3018, 7556, + 6 genes
10781	10781	65	-1.08	0.278	0.998	2720, 54850, 375248, 2796, + 11 genes
64764	64764	169	-1.09	0.277	0.998	26286, 80005, 6654, 4052, + 33 genes
9925	9925	148	-1.09	0.275	0.998	54801, 1824, 10063, 1632, + 47 genes
22847	22847	94	-1.1	0.272	0.998	2644, 346157, 171023, 23195, + 22 genes
7643	7643	58	-1.1	0.272	0.998	8350, 23536, 55621, 81533, + 12 genes
4863	4863	127	-1.1	0.271	0.998	23052, 22806, 23527, 4701, + 41 genes
152518	152518	103	-1.1	0.27	0.998	9188, 6059, 80155, 79832, + 36 genes
2117	2117	132	-1.1	0.27	0.998	2958, 84679, 10169, 1832, + 38 genes
340481	340481	46	-1.11	0.269	0.998	54801, 29086, 5074, 10746, + 11 genes
7574	7574	100	-1.11	0.268	0.998	4779, 9904, 4194, 64421, + 25 genes
7705	7705	157	-1.11	0.267	0.998	2665, 54517, 56834, 50853, + 62 genes
5325	5325	347	-1.11	0.265	0.998	54681, 57579, 80347, 5292, + 96 genes
7762	7762	26	-1.11	0.265	0.998	5325, 639, 5639, 3662, + 6 genes
8848	8848	92	-1.11	0.265	0.998	55143, 81848, 2354, 55635, + 19 genes
10771	10771	53	-1.12	0.264	0.998	8028, 94134, 22941, 9317, + 16 genes
5978	5978	299	-1.12	0.262	0.998	23233, 6176, 2140, 10075, + 107 genes
199692	199692	35	-1.12	0.261	0.998	26959, 81566, 11322, 55762, + 13 genes
29063	29063	102	-1.12	0.261	0.998	54872, 4763, 57060, 202018, + 25 genes
94234	94234	74	-1.13	0.26	0.998	321, 3914, 55612, 8988, + 16 genes
114821	114821	34	-1.13	0.259	0.998	8626, 6046, 56146, 1308, + 13 genes
285676	285676	48	-1.13	0.259	0.998	55825, 5325, 54681, 51206, + 11 genes
9204	9204	60	-1.13	0.259	0.998	9277, 1486, 7407, 4037, + 22 genes
4089	4089	81	-1.13	0.258	0.998	51444, 114876, 11322, 23592, + 24 genes
57862	57862	157	-1.13	0.257	0.998	8331, 55234, 22938, 2287, + 41 genes
3091	3091	126	-1.14	0.256	0.998	26286, 5238, 3097, 112398, + 30 genes
51663	51663	292	-1.14	0.256	0.998	9188, 10973, 6897, 6059, + 106 genes
4781	4781	76	-1.14	0.254	0.998	164656, 51271, 7552, 7113, + 16 genes
6671	6671	73	-1.14	0.254	0.998	826, 23527, 55023, 10169, + 22 genes
353355	353355	30	-1.16	0.248	0.998	9310, 50804, 29062, 57016, + 9 genes
390927	390927	25	-1.16	0.248	0.998	58517, 7556, 50809, 4668, + 4 genes
54989	54989	72	-1.16	0.247	0.998	10735, 8669, 7337, 9774, + 23 genes
429	429	54	-1.16	0.246	0.998	22998, 1602, 54463, 26333, + 18 genes
3344	3344	290	-1.17	0.24	0.998	146542, 1639, 1632, 1350, + 84 genes
6873	6873	237	-1.17	0.24	0.998	64795, 55787, 5591, 5471, + 64 genes
344167	344167	47	-1.18	0.239	0.998	8941, 685, 1717, 839, + 12 genes
55294	55294	71	-1.18	0.238	0.998	6059, 5002, 80155, 8574, + 23 genes
23040	23040	34	-1.18	0.237	0.998	4113, 23585, 80059, 3737, + 8 genes
25819	25819	46	-1.19	0.236	0.998	27340, 2140, 22824, 10427, + 22 genes
5459	5459	32	-1.19	0.236	0.998	7430, 11179, 11281, 10562, + 9 genes
169792	169792	117	-1.2	0.232	0.998	7045, 2150, 84168, 3371, + 33 genes
7559	7559	76	-1.2	0.231	0.998	8621, 27072, 55279, 23353, + 16 genes
2115	2115	65	-1.2	0.23	0.998	1848, 56172, 1290, 2201, + 16 genes
55553	55553	44	-1.2	0.23	0.998	2296, 1836, 1717, 26230, + 15 genes
7554	7554	25	-1.2	0.229	0.998	9668, 790, 7156, 27300, + 9 genes
9849	9849	70	-1.2	0.229	0.998	23332, 94134, 11285, 54799, + 20 genes
8609	8609	79	-1.22	0.222	0.998	5592, 9590, 659, 60312, + 16 genes
79830	79830	84	-1.23	0.219	0.998	9784, 83452, 389677, 545, + 25 genes
84622	84622	32	-1.23	0.218	0.998	6368, 84268, 54799, 5411, + 8 genes
7748	7748	105	-1.23	0.217	0.998	54868, 120227, 680, 7551, + 42 genes
7581	7581	31	-1.24	0.216	0.998	2804, 7637, 5119, 2512, + 6 genes
117608	117608	88	-1.25	0.211	0.998	641339, 58517, 162972, 7415, + 22 genes
135935	135935	30	-1.25	0.211	0.998	619505, 100133941, 11272, 229
1385	1385	164	-1.25	0.211	0.998	80255, 3028, 23332, 11285, + 65 genes
2005	2005	108	-1.26	0.207	0.998	545, 23527, 6498, 55023, + 35 genes
7157	7157	184	-1.26	0.207	0.998	8726, 23158, 22885, 11146, + 57 genes
4093	4093	70	-1.27	0.205	0.998	26137, 79717, 79622, 643314, + 24 genes
92092	92092	78	-1.27	0.203	0.998	9475, 2117, 9883, 23233, + 32 genes
6670	6670	63	-1.28	0.202	0.998	79828, 841, 80255, 83452, + 25 genes
7068	7068	52	-1.28	0.199	0.998	4674, 3572, 5167, 473, + 24 genes
7592	7592	29	-1.28	0.199	0.998	538, 9968, 55285, 7768, + 13 genes
10793	10793	50	-1.29	0.196	0.998	55432, 51427, 91807, 51351, + 8 genes
4801	4801	157	-1.29	0.196	0.998	10014, 55591, 9961, 11108, + 55 genes
729288	729288	77	-1.3	0.194	0.998	27090, 201163, 58472, 11145, + 15 genes
9095	9095	124	-1.3	0.193	0.998	327, 999, 26353, 28968, + 31 genes
6615	6615	100	-1.3	0.192	0.998	84617, 27165, 4783, 54039, + 31 genes
94039	94039	31	-1.3	0.192	0.998	10225, 6123, 472, 55573, + 18 genes
55609	55609	231	-1.31	0.189	0.998	84549, 55209, 835, 54517, + 91 genes
79027	79027	45	-1.32	0.188	0.998	5782, 55037, 9256, 8751, + 16 genes
90594	90594	49	-1.32	0.188	0.998	23313, 6051, 645, 23360, + 7 genes
5454	5454	53	-1.32	0.186	0.998	8941, 4745, 150726, 54039, + 17 genes
51270	51270	90	-1.33	0.183	0.998	89874, 54970, 8646, 221, + 30 genes
57157	57157	88	-1.33	0.182	0.998	6176, 3672, 3763, 4430, + 32 genes
253832	253832	252	-1.34	0.181	0.998	2957, 55252, 5965, 10362, + 99 genes
7071	7071	46	-1.34	0.181	0.998	7057, 3423, 5498, 50807, + 13 genes
79882	79882	120	-1.34	0.18	0.998	9321, 393, 11322, 9147, + 38 genes
65986	65986	79	-1.34	0.179	0.998	51582, 22824, 4430, 57282, + 32 genes
23528	23528	60	-1.35	0.178	0.998	3572, 4501, 6429, 55175, + 23 genes
22850	22850	58	-1.38	0.168	0.998	9063, 2969, 9113, 2117, + 27 genes
163049	163049	119	-1.4	0.163	0.998	54939, 92170, 23253, 3421, + 37 genes
55279	55279	61	-1.4	0.163	0.998	80142, 51274, 1455, 10735, + 24 genes
79752	79752	127	-1.4	0.163	0.998	55145, 23187, 65988, 5885, + 42 genes
170960	170960	90	-1.4	0.161	0.998	57591, 9454, 728621, 51274, + 33 genes
374879	374879	178	-1.41	0.159	0.998	7580, 11214, 64121, 83658, + 80 genes
23515	23515	87	-1.42	0.156	0.998	3421, 54532, 9774, 7110, + 24 genes
26149	26149	36	-1.42	0.156	0.998	55664, 60560, 6595, 28511, + 4 genes
7182	7182	139	-1.42	0.156	0.998	545, 50814, 826, 10936, + 44 genes
23174	23174	102	-1.42	0.155	0.998	4814, 29767, 5592, 8139, + 23 genes
54542	54542	199	-1.42	0.155	0.998	23233, 27130, 6176, 6209, + 75 genes
149041	149041	51	-1.43	0.154	0.998	389677, 7399, 55023, 6738, + 15 genes
2296	2296	627	-1.43	0.153	0.998	419, 185, 56130, 4784, + 196 genes
687	687	68	-1.43	0.153	0.998	220134, 1848, 3908, 8864, + 21 genes
6942	6942	132	-1.43	0.153	0.998	5465, 54517, 1399, 9942, + 50 genes
84527	84527	52	-1.43	0.152	0.998	60528, 79590, 7730, 226, + 27 genes
137209	137209	62	-1.44	0.151	0.998	58500, 5885, 51279, 79711, + 16 genes
6018	6018	142	-1.44	0.151	0.998	867, 9966, 9859, 10274, + 40 genes
7556	7556	44	-1.44	0.151	0.998	7637, 4438, 8481, 375248, + 9 genes
55596	55596	132	-1.44	0.15	0.998	79725, 4848, 10533, 10095, + 39 genes
80034	80034	41	-1.45	0.148	0.998	26137, 643314, 64393, 11107, + 14 genes
85463	85463	102	-1.45	0.148	0.998	4814, 10402, 29767, 5271, + 23 genes
23036	23036	128	-1.45	0.147	0.998	10973, 8028, 23332, 79572, + 51 genes
639	639	95	-1.46	0.145	0.998	23603, 80380, 5533, 51334, + 37 genes
49854	49854	60	-1.46	0.143	0.998	2551, 10695, 10640, 7109, + 17 genes
8462	8462	190	-1.46	0.143	0.998	54681, 57579, 80347, 6018, + 47 genes
6875	6875	231	-1.47	0.141	0.998	8028, 5002, 80003, 1824, + 80 genes
23764	23764	84	-1.48	0.138	0.998	5435, 1454, 5292, 80152, + 28 genes
131096	131096	67	-1.49	0.136	0.998	22866, 1795, 27012, 22928, + 20 genes
64393	64393	65	-1.49	0.136	0.998	2957, 55252, 9644, 1836, + 22 genes
339318	339318	25	-1.49	0.135	0.998	55697, 5119, 6929, 55900, + 5 genes
7597	7597	43	-1.51	0.132	0.998	23503, 5663, 57050, 283131, + 21 genes
7763	7763	181	-1.52	0.129	0.998	10602, 24148, 5878, 89941, + 59 genes
1998	1998	75	-1.53	0.126	0.998	54532, 1522, 29063, 11316, + 24 genes
91664	91664	28	-1.53	0.126	0.998	2957, 7768, 147657, 55762, + 10 genes
1959	1959	68	-1.53	0.125	0.998	10252, 1316, 8013, 2669, + 10 genes
4609	4609	120	-1.55	0.121	0.998	1736, 22928, 6193, 8660, + 39 genes
9774	9774	149	-1.57	0.117	0.998	374291, 55660, 79654, 10735, + 51 genes
90592	90592	51	-1.57	0.116	0.998	91120, 9584, 57396, 23383, + 22 genes
126295	126295	27	-1.58	0.115	0.998	23166, 9885, 7752, 25829, + 10 genes
349075	349075	33	-1.58	0.115	0.998	8621, 51329, 51351, 79862, + 5 genes
7227	7227	182	-1.58	0.113	0.998	1573, 528, 79683, 9971, + 55 genes
253639	253639	99	-1.6	0.109	0.998	8187, 25924, 728621, 8927, + 38 genes
27063	27063	98	-1.6	0.109	0.998	23601, 65983, 2316, 586, + 35 genes
9338	9338	110	-1.6	0.109	0.998	23588, 6712, 64847, 26986, + 34 genes
2104	2104	118	-1.61	0.108	0.998	634, 7021, 3158, 4603, + 36 genes
23269	23269	58	-1.61	0.108	0.998	9380, 79832, 146542, 374291, + 20 genes
51804	51804	60	-1.61	0.108	0.998	56605, 10079, 389677, 2014, + 16 genes
7700	7700	75	-1.61	0.107	0.998	25924, 728621, 9866, 253959, + 27 genes
4929	4929	74	-1.64	0.102	0.998	6882, 9791, 3752, 5274, + 24 genes
57683	57683	30	-1.65	0.099	0.998	7275, 23530, 27301, 57604, + 14 genes
22877	22877	217	-1.66	0.097	0.998	4097, 79717, 30837, 643314, + 81 genes
8028	8028	123	-1.67	0.095	0.998	60487, 55149, 22944, 23195, + 45 genes
6722	6722	136	-1.67	0.094	0.998	29110, 3164, 7791, 3868, + 24 genes
10725	10725	100	-1.68	0.093	0.998	5687, 79622, 80205, 4205, + 40 genes
163081	163081	72	-1.68	0.093	0.998	9859, 346157, 84975, 2551, + 21 genes
57711	57711	33	-1.68	0.093	0.998	22928, 55094, 8659, 8481, + 9 genes
23390	23390	172	-1.69	0.091	0.998	9454, 55591, 23592, 54799, + 68 genes
7572	7572	188	-1.7	0.089	0.998	30851, 51124, 57591, 3386, + 66 genes
1390	1390	73	-1.74	0.081	0.998	23590, 9924, 54961, 22944, + 23 genes
55205	55205	237	-1.74	0.081	0.998	54681, 80347, 4701, 6018, + 76 genes
861	861	72	-1.75	0.08	0.998	79971, 2781, 7021, 55344, + 20 genes
9314	9314	47	-1.76	0.078	0.998	157567, 26872, 7113, 1843, + 14 genes
431707	431707	45	-1.77	0.077	0.998	1144, 23012, 6004, 6098, + 24 genes
3174	3174	99	-1.77	0.076	0.998	631, 1474, 79574, 3890, + 23 genes
4862	4862	98	-1.77	0.076	0.998	320, 6675, 55316, 10313, + 26 genes
339500	339500	87	-1.79	0.073	0.998	4493, 7586, 2957, 7779, + 37 genes
5629	5629	108	-1.8	0.072	0.998	1632, 1350, 56999, 57579, + 35 genes
58499	58499	196	-1.8	0.072	0.998	5465, 2296, 26050, 5178, + 77 genes
7587	7587	27	-1.81	0.071	0.998	55175, 79598, 8028, 8717, + 9 genes
58492	58492	35	-1.82	0.069	0.998	26039, 509, 7571, 55759, + 7 genes
94104	94104	132	-1.85	0.065	0.998	7267, 3693, 79594, 23350, + 57 genes
9586	9586	48	-1.87	0.061	0.998	5325, 56999, 301, 3269, + 16 genes
7697	7697	70	-1.9	0.058	0.998	7551, 5001, 10793, 109, + 18 genes
57688	57688	49	-1.9	0.057	0.998	3572, 4036, 1602, 79073, + 19 genes
7582	7582	35	-1.9	0.057	0.998	2537, 79725, 93, 10735, + 12 genes
90987	90987	68	-1.92	0.055	0.998	150726, 2108, 6493, 51206, + 16 genes
26137	26137	31	-1.93	0.053	0.998	11214, 7638, 9113, 22925, + 16 genes
285268	285268	56	-1.93	0.053	0.998	5411, 93, 201626, 23253, + 19 genes
10691	10691	85	-1.95	0.051	0.998	63967, 7511, 146542, 55825, + 32 genes
3651	3651	33	-1.96	0.05	0.998	23158, 8326, 27012, 321, + 12 genes
7637	7637	64	-1.98	0.048	0.998	1512, 3107, 7556, 6688, + 19 genes
84839	84839	37	-1.98	0.048	0.998	810, 63973, 6123, 6854, + 17 genes
22890	22890	72	-1.99	0.047	0.998	10493, 58517, 54813, 57862, + 19 genes
57786	57786	31	-2	0.046	0.998	54801, 8887, 57591, 54811, + 14 genes
6322	6322	68	-2	0.046	0.998	55585, 10126, 25829, 25828, + 25 genes
8091	8091	55	-2	0.046	0.998	84168, 55532, 55612, 117247, + 18 genes
3097	3097	117	-2	0.045	0.998	5238, 6654, 5025, 56938, + 27 genes
4853	4853	79	-2	0.045	0.998	64778, 8106, 64121, 83658, + 39 genes
5465	5465	203	-2.01	0.044	0.998	320, 9783, 55048, 55316, + 61 genes
10795	10795	26	-2.04	0.041	0.998	9454, 55591, 10735, 7637, + 12 genes
4205	4205	109	-2.04	0.041	0.998	11194, 63931, 327, 4659, + 31 genes
11244	11244	32	-2.06	0.039	0.998	50807, 55183, 9575, 51663, + 9 genes
3726	3726	65	-2.07	0.038	0.998	23306, 4616, 11007, 3727, + 13 genes
1649	1649	42	-2.12	0.034	0.998	4141, 22856, 79917, 10102, + 10 genes
5080	5080	42	-2.12	0.034	0.998	4605, 6443, 55327, 5347, + 4 genes
619279	619279	52	-2.14	0.032	0.998	84301, 389677, 862, 54704, + 21 genes
5915	5915	40	-2.16	0.031	0.998	5325, 56913, 1773, 2327, + 13 genes
4097	4097	136	-2.18	0.029	0.998	4710, 79717, 90141, 30837, + 53 genes
467	467	43	-2.2	0.028	0.998	5292, 2114, 7980, 1827, + 20 genes
60468	60468	212	-2.2	0.028	0.998	8814, 92, 9772, 5325, + 73 genes
2114	2114	60	-2.23	0.026	0.998	1326, 1646, 8013, 2669, + 12 genes
8013	8013	56	-2.23	0.026	0.998	5997, 55422, 50852, 1390, + 21 genes
2354	2354	29	-2.31	0.021	0.998	3164, 3036, 7832, 1961, + 7 genes
8061	8061	125	-2.31	0.021	0.998	56999, 3596, 7045, 3853, + 54 genes
1112	1112	73	-2.35	0.019	0.998	1069, 23552, 2622, 53340, + 23 genes
152485	152485	26	-2.37	0.018	0.986	2549, 9968, 7701, 125058, + 13 genes
57209	57209	32	-2.41	0.016	0.982	54799, 9913, 55149, 22944, + 10 genes
23619	23619	27	-2.54	0.011	0.767	55540, 171023, 5121, 5591, + 7 genes
5814	5814	45	-2.54	0.011	0.767	54954, 55975, 5782, 8887, + 28 genes
7675	7675	27	-2.54	0.011	0.767	55209, 9942, 9188, 79828, + 16 genes
3096	3096	118	-2.58	0.01	0.767	8737, 79090, 5629, 26001, + 46 genes
8543	8543	46	-2.61	0.009	0.767	2296, 6652, 4168, 185, + 22 genes
1958	1958	28	-2.7	0.007	0.767	1848, 677, 81575, 5828, + 11 genes
1316	1316	45	-2.75	0.006	0.708	26580, 8609, 663, 8013, + 17 genes
4086	4086	33	-2.75	0.006	0.708	10427, 4734, 6059, 221, + 17 genes
571	571	264	-2.75	0.006	0.708	6654, 9180, 5271, 4052, + 71 genes
7538	7538	64	-2.75	0.006	0.708	1843, 80271, 5997, 81575, + 27 genes
54811	54811	29	-3.12	0.0018	0.687	79832, 146542, 545, 55660, + 14 genes
3725	3725	32	-3.21	0.00133	0.678	2934, 6722, 10166, 3727, + 9 genes
